,cog,player,name,dob,role,team,join,leave
2540,Jordan,MagE-,Anas Hirzallah,1997-12-14,Solo Middle,Spotnet,2017-03-08,2017-05-16
2541,Jordan,MagE-,Anas Hirzallah,1997-12-14,Solo Middle,Elements Pro Gaming,2017-06-22,2017-06-25
2542,Jordan,MagE-,Anas Hirzallah,1997-12-14,Solo Middle,No Diggity,2017-09-04,2017-09-24
2543,Germany,MaGoma,Andreas Ramljak,N/A,Support,Vast Cast,2014-02-10,2014-04-29
2544,Germany,MaGoma,Andreas Ramljak,N/A,Support,Aftershock Gaming,2014-04-29,2014-11-21
2545,Germany,MaGoma,Andreas Ramljak,N/A,Support,Basically Unknown,2014-11-21,2015-??-??
2546,Germany,MaGoma,Andreas Ramljak,N/A,Support,Prodota Gaming,2016-06-17,2016-08-19
2547,Ukraine,Mag~,Andrey Chipenko,1990-05-10,Offlaner,Natus Vincere,2010-10-22,2011-04-28
2548,Ukraine,Mag~,Andrey Chipenko,1990-05-10,Offlaner,DTS,2011-04-28,2011-??-??
2549,Ukraine,Mag~,Andrey Chipenko,1990-05-10,Offlaner,eSahara,201?-??-??,2012-0?-??
2550,Ukraine,Mag~,Andrey Chipenko,1990-05-10,Offlaner,DTS Gaming,2012-03-27,2012-05-20
2551,Ukraine,Mag~,Andrey Chipenko,1990-05-10,Offlaner,Darer,2012-05-24,2012-09-12
2552,Ukraine,Mag~,Andrey Chipenko,1990-05-10,Offlaner,Team Kharkiv,2012-09-19,2012-10-04
2553,Ukraine,Mag~,Andrey Chipenko,1990-05-10,Offlaner,Eclypsia,2012-10-04,2012-11-11
2554,Ukraine,Mag~,Andrey Chipenko,1990-05-10,Offlaner,iLuminate,2012-11-11,2013-02-01
2555,Ukraine,Mag~,Andrey Chipenko,1990-05-10,Offlaner,iCCup,2013-02-27,2013-08-16
2556,Ukraine,Mag~,Andrey Chipenko,1990-05-10,Offlaner,Terrible Terrible Damage,2013-08-16,2013-09-02
2557,Ukraine,Mag~,Andrey Chipenko,1990-05-10,Offlaner,Team Empire,2013-09-02,2014-10-21
2558,Ukraine,Mag~,Andrey Chipenko,1990-05-10,Offlaner,Virtus.pro Polar,2014-12-20,2015-01-18
2559,Ukraine,Mag~,Andrey Chipenko,1990-05-10,Offlaner,ASUS.Polar,2015-01-18,2015-03-08
2560,Ukraine,Mag~,Andrey Chipenko,1990-05-10,Offlaner,Vega Squadron,2015-04-25,2017-03-31
2561,Ukraine,Mag~,Andrey Chipenko,1990-05-10,Offlaner,Mineski,2017-05-10,2017-08-16
2562,Ukraine,Mag~,Andrey Chipenko,1990-05-10,Offlaner,Effect,2017-09-08,2017-10-19
2563,Japan,Maiki,N/A,N/A,Support,AffectioN!,2014-06-28,2015-01-05
2564,Japan,Maiki,N/A,N/A,Support,DeToNator,2015-01-05,2015-09-02
2565,Japan,Maiki,N/A,N/A,Support,DeToNator,2015-10-15,
2566,Czech Republic,Mambos,Pavel Beneš,1996-10-05,Carry,Epidemic!,2014-05-??,2015-??-??
2567,Czech Republic,Mambos,Pavel Beneš,1996-10-05,Carry,eSuba,2015-04-25,2015-06-16
2568,Czech Republic,Mambos,Pavel Beneš,1996-10-05,Carry,Epidemic!,2015-??-??,2015-??-??
2569,Czech Republic,Mambos,Pavel Beneš,1996-10-05,Carry,Valkyrie eSports,2016-??-??,2016-??-??
2570,Czech Republic,Mambos,Pavel Beneš,1996-10-05,Carry,NecroRaisers,2016-??-??,2016-??-??
2571,Czech Republic,Mambos,Pavel Beneš,1996-10-05,Carry,Sanguine Sharks,2016-10-??,2016-12-??
2572,Czech Republic,Mambos,Pavel Beneš,1996-10-05,Carry,Team Saphira,2017-0?-??,2017-0?-??
2573,Brazil,Mandy,Leonardo Viana,1999-03-15,Solo Middle,T Show,2016-07-05,2016-11-04
2574,Brazil,Mandy,Leonardo Viana,1999-03-15,Solo Middle,T Show,2016-12-23,2017-01-15
2575,Brazil,Mandy,Leonardo Viana,1999-03-15,Solo Middle,Infamous,2017-02-17,2017-03-31
2576,Brazil,Mandy,Leonardo Viana,1999-03-15,Solo Middle,Midas Club Elite,2017-05-16,2017-07-19
2577,Brazil,Mandy,Leonardo Viana,1999-03-15,Solo Middle,T Show,2017-09-25,2017-10-09
2578,Brazil,Mandy,Leonardo Viana,1999-03-15,Solo Middle,Midas Club Elite,2017-10-25,2017-11-10
2579,Brazil,Mandy,Leonardo Viana,1999-03-15,Solo Middle,paiN Gaming,2017-11-10,2017-11-29
2580,Lebanon,Mango Banana,Toufic Yaktine,N/A,Offlaner,Eosin + 4,2012 — 201,5-06
2581,Lebanon,Mango Banana,Toufic Yaktine,N/A,Offlaner,Denial eSports,2013-05-06,2013-06-??
2582,Lebanon,Mango Banana,Toufic Yaktine,N/A,Offlaner,House of Gamers,2014-??-??,2014-??-??
2583,Lebanon,Mango Banana,Toufic Yaktine,N/A,Offlaner,Wired Gaming,2014-??-??,2014-??-??
2584,Lebanon,Mango Banana,Toufic Yaktine,N/A,Offlaner,E-LAB,2015-??-??,2015-??-??
2585,Denmark,MaNia,Brian Strandby,1984-09-03,Support,Boomtown Odense,2006,
2586,Denmark,MaNia,Brian Strandby,1984-09-03,Support,lolboat,2006,
2587,Denmark,MaNia,Brian Strandby,1984-09-03,Support,Jukes on You,2006,
2588,Denmark,MaNia,Brian Strandby,1984-09-03,Support,Meet Your Makers,2006 — 200,
2589,Denmark,MaNia,Brian Strandby,1984-09-03,Support,Online Kingdom,2008,
2590,Denmark,MaNia,Brian Strandby,1984-09-03,Support,Ravens,2008 — 200,
2591,Denmark,MaNia,Brian Strandby,1984-09-03,Support,Meet Your Makers,2009-10-03,2011-08-17
2592,Denmark,MaNia,Brian Strandby,1984-09-03,Support,Meet Your Makers,2011-08-17,2011-08-28
2593,Denmark,MaNia,Brian Strandby,1984-09-03,Support,SK Gaming,2012-01-14,2012-01-30
2594,Denmark,MaNia,Brian Strandby,1984-09-03,Support,Quantic Gaming,2012-02-21,2012-04-29
2595,Denmark,MaNia,Brian Strandby,1984-09-03,Support,Eclypsia,2012-04-29,2012-05-03
2596,Denmark,MaNia,Brian Strandby,1984-09-03,Support,Copenhagen Wolves,2012-05-20,2012-06-01
2597,Denmark,MaNia,Brian Strandby,1984-09-03,Support,Absolute Legends,2012-09-25,2013-06-02
2598,Denmark,MaNia,Brian Strandby,1984-09-03,Support,Space,2013-06-02,2013-06-06
2599,Denmark,MaNia,Brian Strandby,1984-09-03,Support,Flipsid3 Tactics,2013-06-06,2013-10-15
2600,Denmark,MaNia,Brian Strandby,1984-09-03,Support,DD.Dota,2013-09-10,2013-10-15
2601,Denmark,MaNia,Brian Strandby,1984-09-03,Support,Lianghao,2015-02-15,2015-03-09
2602,Denmark,MaNia,Brian Strandby,1984-09-03,Support,Flipsid3 Tactics,2015-03-09,2015-04-29
2603,Kazakhstan,Mantis,Yernar Urazbayev,1992-08-25,Coach,NEXT.kz,2011-10-01,2014-05-14
2604,Kazakhstan,Mantis,Yernar Urazbayev,1992-08-25,Coach,Ahead Gaming,2013-09-23,2013-11-13
2605,Kazakhstan,Mantis,Yernar Urazbayev,1992-08-25,Coach,NEXT.kz,2013-11-13,2014-05-14
2606,Kazakhstan,Mantis,Yernar Urazbayev,1992-08-25,Coach,xGame.kz,2014-05-14,2015-01-04
2607,Kazakhstan,Mantis,Yernar Urazbayev,1992-08-25,Coach,CLIQUE,2015-01-04,2015-04-30
2608,Kazakhstan,Mantis,Yernar Urazbayev,1992-08-25,Coach,sQreen's Squad,2015-04-30,2016-05-31
2609,Kazakhstan,Mantis,Yernar Urazbayev,1992-08-25,Coach,iPlay Gaming,2017-09-16,
2610,China,Maomao,Yang Shihao,N/A,Solo Middle,Newbee Young,2014-??-??,2015-??-??
2611,China,Maomao,Yang Shihao,N/A,Solo Middle,Energy Pacemaker,2016-03-20,2016-04-30
2612,China,Maomao,Yang Shihao,N/A,Solo Middle,FTD Club A,2016-05-20,2016-08-23
2613,China,Maomao,Yang Shihao,N/A,Solo Middle,TongFu,2016-09-17,2017-01-09
2614,China,Maomao,Yang Shihao,N/A,Solo Middle,Newbee Young,2017-01-09,
2615,South Korea,March (Korean player),Park Tae,N/A,Offlaner,AzN,2009-??-??,2009-??-??
2616,South Korea,March (Korean player),Park Tae,N/A,Offlaner,Nirvana.int,2010-??-??,2010-??-??
2617,South Korea,March (Korean player),Park Tae,N/A,Offlaner,FXOpen e-Sports,2013-03-29,2013-11-01
2618,South Korea,March (Korean player),Park Tae,N/A,Offlaner,For Our Utopia,2013-11-01,2013-11-17
2619,South Korea,March (Korean player),Park Tae,N/A,Offlaner,MVP Phoenix,2013-11-17,2016-03-22
2620,France,MarSu,Charlie Lelievre,1989-07-01,Offlaner,Sigma.fr,2013-10-22,2014-??-??
2621,Romania,Masakary,Cosmin Nechifor,1992-05-28,Offlaner,XtremeXPC International,2014-01-31,2014-05-31
2622,Romania,Masakary,Cosmin Nechifor,1992-05-28,Offlaner,XtremeXPC,2014-06-23,2014-09-04
2623,Romania,Masakary,Cosmin Nechifor,1992-05-28,Offlaner,iNsuRgeNcy^,2014-10-12,2014-11-08
2624,Romania,Masakary,Cosmin Nechifor,1992-05-28,Offlaner,Balkan Bears,2015-01-12,2015-04-17
2625,Romania,Masakary,Cosmin Nechifor,1992-05-28,Offlaner,XtremeXPC,2015-05-24,2015-11-12
2626,Romania,Masakary,Cosmin Nechifor,1992-05-28,Offlaner,No Logic Gaming,2015-12-07,2015-12-19
2627,Romania,Masakary,Cosmin Nechifor,1992-05-28,Offlaner,Kaipi,2016-04-28,2016-05-23
2628,Romania,Masakary,Cosmin Nechifor,1992-05-28,Offlaner,Docler Myrmidons,2016-06-27,2016-09-13
2629,Romania,Masakary,Cosmin Nechifor,1992-05-28,Offlaner,SOLIDUDES,2016-09-25,2016-10-28
2630,Peru,Masoku,Álex Dávila,N/A,Support,Gamer University,2012-12-15,2013-03-13
2631,Peru,Masoku,Álex Dávila,N/A,Support,Artyk Gaming,2013-03-??,2013-06-25
2632,Peru,Masoku,Álex Dávila,N/A,Support,Denial eSports,2013-06-25,2013-08-14
2633,Peru,Masoku,Álex Dávila,N/A,Support,Revenge eSports,2013-08-14,2014-06-??
2634,Peru,Masoku,Álex Dávila,N/A,Support,Not Today,2014-06-??,2015-01-29
2635,Peru,Masoku,Álex Dávila,N/A,Support,Sector V,2015-08-29,2015-09-30
2636,Peru,Masoku,Álex Dávila,N/A,Support,Elite Wolves,2015-09-30,2017-01-08
2637,Peru,Masoku,Álex Dávila,N/A,Support,Not Today,2017-01-08,2017-03-18
2638,Peru,Masoku,Álex Dávila,N/A,Support,Elite Wolves,2017-03-20,2017-10-03
2639,Peru,Masoku,Álex Dávila,N/A,Support,White Dragons,2017-10-03,2017-10-22
2640,Peru,Masoku,Álex Dávila,N/A,Support,Sacred,2017-10-22,2018-01-10
2641,USA,Mason,Mason Venne,1991-11-02,Carry,Take Five,2013-09-29,2013-10-08
2642,USA,Mason,Mason Venne,1991-11-02,Carry,Evil Geniuses,2014-06-02,2014-07-28
2643,USA,Mason,Mason Venne,1991-11-02,Carry,High Council of Wizards&Priests,2015-08-30,2015-10-25
2644,USA,Mason,Mason Venne,1991-11-02,Carry,Shazam,2015-12-06,2016-01-17
2645,USA,Mason,Mason Venne,1991-11-02,Carry,Dragneel,2016-04-29,2016-06-??
2646,USA,Mason,Mason Venne,1991-11-02,Carry,Doo Wop,2016-09-15,2016-09-21
2647,USA,Mason,Mason Venne,1991-11-02,Carry,Team Onyx,2017-01-01,2017-04-14
2648,USA,Mason,Mason Venne,1991-11-02,Carry,Digital Chaos,2017-04-14,2017-11-??
2649,Mongolia,Masquerade,Enkhbayar Batsukh,1991-10-26,Offlaner,The Mongolz,2013-12-20,2016-11-20
2650,Mongolia,Masquerade,Enkhbayar Batsukh,1991-10-26,Offlaner,The Mongolz,2017-05-06,
2651,Russia,Massacre,Leonard Urich,1992-02-17,Solo Middle,Lions Pride,2013-??-??,2013-05-12
2652,Russia,Massacre,Leonard Urich,1992-02-17,Solo Middle,Team Gamersleague.eu,2013-07-18,2013-??-??
2653,Russia,Massacre,Leonard Urich,1992-02-17,Solo Middle,Top5,2017-01-09,2017-05-22
2654,Russia,Massacre,Leonard Urich,1992-02-17,Solo Middle,Whites,2017-05-22,
2655,Bulgaria,Mastermind,Ivaylo Petkov,N/A,Solo Middle,Ancient Warriors,2015-06-22,2015-07-22
2656,Bulgaria,Mastermind,Ivaylo Petkov,N/A,Solo Middle,PRIES Gaming,2016-01-27,2016-02-25
2657,Bulgaria,Mastermind,Ivaylo Petkov,N/A,Solo Middle,Team Bad English,2016-02-25,2016-02-29
2658,Bulgaria,Mastermind,Ivaylo Petkov,N/A,Solo Middle,PRIES Gaming,2016-02-29,2016-06-05
2659,Bulgaria,Mastermind,Ivaylo Petkov,N/A,Solo Middle,Prodota Gaming,2016-06-05,2016-08-20
2660,Bulgaria,Mastermind,Ivaylo Petkov,N/A,Solo Middle,Prodota Gaming,2017-01-08,2017-02-18
2661,Bulgaria,Mastermind,Ivaylo Petkov,N/A,Solo Middle,Rocket Scientists,2017-0?-??,2017-11-16
2662,Bulgaria,Mastermind,Ivaylo Petkov,N/A,Solo Middle,Team Singularity,2017-11-16,
2663,Sweden,Matrim,Sebastian Sundström,N/A,N/A,Quantic,2012-07-25,2012-09-16
2664,Sweden,Matrim,Sebastian Sundström,N/A,N/A,mTw,2012-10-31,2013-01-19
2665,Sweden,Matrim,Sebastian Sundström,N/A,N/A,???,2013-01-19,2013-02-26
2666,Sweden,Matrim,Sebastian Sundström,N/A,N/A,4FC,2013-02-26,2013-08-??
2667,Peru,Matthew,Farith Puente,N/A,Support,Unknown.xiu,2015-02-09,2016-01-05
2668,Peru,Matthew,Farith Puente,N/A,Support,Luccini,2016-01-05,2016-??-??
2669,Peru,Matthew,Farith Puente,N/A,Support,Not Today,2017-01-08,2017-03-09
2670,Peru,Matthew,Farith Puente,N/A,Support,Unknown.xiu,2017-03-09,2017-03-14
2671,Peru,Matthew,Farith Puente,N/A,Support,Infamous,2017-03-31,2017-09-03
2672,Peru,Matthew,Farith Puente,N/A,Support,Digital Chaos.SA,2017-09-28,2017-10-03
2673,Peru,Matthew,Farith Puente,N/A,Support,White Dragons,2017-10-03,2017-10-22
2674,Peru,Matthew,Farith Puente,N/A,Support,Sacred,2017-10-22,2018-01-10
2675,Finland,MATUMBAMAN,Lasse Aukusti,1995-03-03,Carry,"Veni,Vidi,Vici",2014-06-24,2014-09-30
2676,Finland,MATUMBAMAN,Lasse Aukusti,1995-03-03,Carry,4 Anchors + Sea Captain,2014-09-30,2015-08-28
2677,Finland,MATUMBAMAN,Lasse Aukusti,1995-03-03,Carry,5Jungz,2015-08-28,2015-10-09
2678,Finland,MATUMBAMAN,Lasse Aukusti,1995-03-03,Carry,Team Liquid,2015-10-09,
2679,Greece,Maybe Next Time,Verros Apostolos,N/A,Support,Elysium Gaming,2014-07-??,2015-??-??
2680,Greece,Maybe Next Time,Verros Apostolos,N/A,Support,Golden Boys,2015-08-17,2015-12-04
2681,Greece,Maybe Next Time,Verros Apostolos,N/A,Support,Ad Finem,2015-12-04,2017-03-06
2682,Greece,Maybe Next Time,Verros Apostolos,N/A,Support,mousesports,2017-04-07,2017-12-23
2683,Turkey,MdL (Alperen Arslan),Alperen Arslan,1995-08-13,Support,Walrus Punch!,2015-09-04,2015-09-22
2684,Turkey,MdL (Alperen Arslan),Alperen Arslan,1995-08-13,Support,HWA Gaming,2016-01-04,2016-0?-??
2685,Turkey,MdL (Alperen Arslan),Alperen Arslan,1995-08-13,Support,E-LAB,2016-04-06,2016-??-??
2686,Turkey,MdL (Alperen Arslan),Alperen Arslan,1995-08-13,Support,HWA Gaming,2016-??-??,2016-??-??
2687,Turkey,MdL (Alperen Arslan),Alperen Arslan,1995-08-13,Support,Kaipi,2016-09-01,2016-09-13
2688,Turkey,MdL (Alperen Arslan),Alperen Arslan,1995-08-13,Support,BoRe,2016-12-??,2017-01-??
2689,Turkey,MdL (Alperen Arslan),Alperen Arslan,1995-08-13,Support,Team Bogazici,2017-02-??,2017-04-17
2690,China,MelodyLovers,Zhang Hangqi,1989-12-28,Support,Speed Gaming,2014-09-22,2015-04-25
2691,China,MelodyLovers,Zhang Hangqi,1989-12-28,Support,TongFu,2014-05-07,2015-06-25
2692,China,MelodyLovers,Zhang Hangqi,1989-12-28,Support,Newbee Young,2015-06-25,2015-09-04
2693,China,MelodyLovers,Zhang Hangqi,1989-12-28,Support,Brave Heart,2015-09-04,2015-09-30
2694,China,MelodyLovers,Zhang Hangqi,1989-12-28,Support,To.be.or.not.to.be,2016-04-01,2017-06-??
2695,USA,Melonzz,Kyle Freedman,N/A,Offlaner,stayGreen,2014-??-??,2014-08-27
2696,USA,Melonzz,Kyle Freedman,N/A,Offlaner,compLexity Gaming,2014-08-27,
2697,Singapore,Meracle,Galvin Kang,1996-03-08,Carry,First Departure,2012-10-03,2013-10-31
2698,Singapore,Meracle,Galvin Kang,1996-03-08,Carry,RisingStars,2013-10-31,2013-11-27
2699,Singapore,Meracle,Galvin Kang,1996-03-08,Carry,Titan,2013-11-30,2014-01-18
2700,Singapore,Meracle,Galvin Kang,1996-03-08,Carry,Scythe Gaming,2014-01-18,2014-08-09
2701,Singapore,Meracle,Galvin Kang,1996-03-08,Carry,First Departure,2014-08-09,2015-01-30
2702,Singapore,Meracle,Galvin Kang,1996-03-08,Carry,5eva,2015-02-01,2015-06-06
2703,Singapore,Meracle,Galvin Kang,1996-03-08,Carry,First Departure,2015-06-06,2016-05-31
2704,Singapore,Meracle,Galvin Kang,1996-03-08,Carry,Mineski,2016-08-25,2017-03-23
2705,Singapore,Meracle,Galvin Kang,1996-03-08,Carry,Fnatic,2017-04-04,2017-05-17
2706,Singapore,Meracle,Galvin Kang,1996-03-08,Carry,Fnatic,2017-05-17,2017-08-14
2707,Singapore,Meracle,Galvin Kang,1996-03-08,Carry,WarriorsGaming.Unity,2017-08-21, 
2708,USA,Merlini,Ben Wu,1987-10-23,Caster,MYM,2008 — 200,
2709,USA,Merlini,Ben Wu,1987-10-23,Caster,EG,2009,
2710,USA,Merlini,Ben Wu,1987-10-23,Caster,OK.Nirvana.int,2009 — 201,
2711,USA,Merlini,Ben Wu,1987-10-23,Caster,SK Gaming,2012,
2712,USA,Merlini,Ben Wu,1987-10-23,Caster,Zephyr,2014-08-03,2014-??-??
2713,USA,Merlini,Ben Wu,1987-10-23,Caster,Monib Baray,2015-02-25,2015-03-20
2714,Russia,MeTTpuM,Daniil Gilev,N/A,Support,Rebels,2016-03-26,2016-05-22
2715,Russia,MeTTpuM,Daniil Gilev,N/A,Support,FlipSid3 Tactics,2016-05-22,2016-08-23
2716,Russia,MeTTpuM,Daniil Gilev,N/A,Support,GO2OLYMP,2016-09-18,2016-10-26
2717,Russia,MeTTpuM,Daniil Gilev,N/A,Support,8000,2016-10-??,2017-02-??
2718,Russia,MeTTpuM,Daniil Gilev,N/A,Support,Hala Ares,2017-02-??,2017-0?-??
2719,China,Mevius,Guo Yuhang,N/A,Carry,Ago Gaming,2016-04-??,2016-06-??
2720,China,Mevius,Guo Yuhang,N/A,Carry,CAVALRY,2016-08-21,2017-09-30
2721,China,Mevius,Guo Yuhang,N/A,Carry,Keen Gaming.Luminous,2017-09-30,
2722,Sweden,MiCKe,Michael Vu,1999-07-26,Solo Middle,Team Doge,2016-08-16,2016-10-??
2723,Sweden,MiCKe,Michael Vu,1999-07-26,Solo Middle,SOLIDUDES,2016-10-??,2017-02-27
2724,Sweden,MiCKe,Michael Vu,1999-07-26,Solo Middle,Prodota Gaming,2017-02-27,2017-04-05
2725,Sweden,MiCKe,Michael Vu,1999-07-26,Solo Middle,Tuho,2017-07-31,2017-10-03
2726,Sweden,MiCKe,Michael Vu,1999-07-26,Solo Middle,Alliance,2017-11-29,
2727,Malaysia,MidOne,Yeik Nai,1996-06-03,Solo Middle,Fnatic,2015-12-07,2016-08-24
2728,Malaysia,MidOne,Yeik Nai,1996-06-03,Solo Middle,Team Secret,2016-08-27,
2729,Denmark,MiGGel,Mikkel Berg,1987-12-16,Offlaner,Kobold Mobility,200?-??-??,2008-??-??
2730,Denmark,MiGGel,Mikkel Berg,1987-12-16,Offlaner,Mom equals toilet,2008-??-??,2009-03-15
2731,Denmark,MiGGel,Mikkel Berg,1987-12-16,Offlaner,Roskilde Ravens,2009-03-15,2009-10-04
2732,Denmark,MiGGel,Mikkel Berg,1987-12-16,Offlaner,Meet Your Makers,2009-10-04,2010-02-06
2733,Denmark,MiGGel,Mikkel Berg,1987-12-16,Offlaner,Ducky's Dream Team,2010-02-06,2010-04-28
2734,Denmark,MiGGel,Mikkel Berg,1987-12-16,Offlaner,Faxe Kondi,2010-05-??,2010-06-??
2735,Denmark,MiGGel,Mikkel Berg,1987-12-16,Offlaner,Shift,2010-12-28,2011-06-07
2736,Denmark,MiGGel,Mikkel Berg,1987-12-16,Offlaner,Next Evolution ESC,2011-06-07,2011-09-??
2737,Denmark,MiGGel,Mikkel Berg,1987-12-16,Offlaner,monkeybusiness,2011-09-??,2011-11-12
2738,Denmark,MiGGel,Mikkel Berg,1987-12-16,Offlaner,Next Evolution ESC,2011-08-17,2011-08-21
2739,Denmark,MiGGel,Mikkel Berg,1987-12-16,Offlaner,monkeybusiness,2011-10-27,2011-11-12
2740,Denmark,MiGGel,Mikkel Berg,1987-12-16,Offlaner,SK Gaming,2011-11-12,2012-01-30
2741,Denmark,MiGGel,Mikkel Berg,1987-12-16,Offlaner,DD.Dota,2012-01-30,2012-02-21
2742,Denmark,MiGGel,Mikkel Berg,1987-12-16,Offlaner,Quantic Gaming,2012-02-21,2012-04-29
2743,Denmark,MiGGel,Mikkel Berg,1987-12-16,Offlaner,Eclypsia,2012-04-29,2012-05-03
2744,Denmark,MiGGel,Mikkel Berg,1987-12-16,Offlaner,Copenhagen Wolves,2012-05-21,2012-06-01
2745,Denmark,MiGGel,Mikkel Berg,1987-12-16,Offlaner,Copenhagen Wolves,2012-09-16,2012-09-22
2746,Denmark,MiGGel,Mikkel Berg,1987-12-16,Offlaner,Absolute Legends,2013-02-10,2013-06-02
2747,Denmark,MiGGel,Mikkel Berg,1987-12-16,Offlaner,Space,2013-06-02,2013-06-06
2748,Denmark,MiGGel,Mikkel Berg,1987-12-16,Offlaner,Flip.sid3 Tactics,2013-06-06,2013-10-23
2749,Denmark,MiGGel,Mikkel Berg,1987-12-16,Offlaner,DD.Dota,2013-09-10,2013-10-22
2750,Denmark,MiGGel,Mikkel Berg,1987-12-16,Offlaner,Sigma.int,2013-10-22,2014-??-??
2751,Denmark,MiGGel,Mikkel Berg,1987-12-16,Offlaner,Danish Bears,2015-08-31,2015-??-??
2752,Peru,MiHawk,Leonardo Astete,N/A,Offlaner,Gamer University,2012-12-15,2013-03-13
2753,Peru,MiHawk,Leonardo Astete,N/A,Offlaner,Artyk Gaming,2013-03-??,2013-06-25
2754,Peru,MiHawk,Leonardo Astete,N/A,Offlaner,Denial eSports,2013-06-25,2013-08-14
2755,Peru,MiHawk,Leonardo Astete,N/A,Offlaner,Revenge eSports,2013-08-14,2014-06-??
2756,Peru,MiHawk,Leonardo Astete,N/A,Offlaner,Not Today,2014-06-17,2015-01-28
2757,Peru,MiHawk,Leonardo Astete,N/A,Offlaner,Battle Zone,2015-02-??,2015-??-??
2758,China,Mikasa,Tong Junjie,1986-10-21,Coach,TyLoo,2012-02-12,2012-08-??
2759,China,Mikasa,Tong Junjie,1986-10-21,Coach,Vici Gaming,2012-10-21,2013-03-28
2760,China,Mikasa,Tong Junjie,1986-10-21,Coach,Big God,2014-??-??,2015-01-02
2761,China,Mikasa,Tong Junjie,1986-10-21,Coach,CDEC Gaming,2015-01-09,2015-03-15
2762,China,Mikasa,Tong Junjie,1986-10-21,Coach,LGD Gaming,2015-03-15,2015-??-??
2763,China,Mikasa,Tong Junjie,1986-10-21,Coach,Vici Gaming Reborn,2016-03-19,2016-09-17
2764,China,Mikasa,Tong Junjie,1986-10-21,Coach,Vici Gaming,2016-09-17,2016-11-18
2765,China,Mikasa,Tong Junjie,1986-10-21,Coach,Vici Gaming,2016-11-18,2017-01-07
2766,China,Mikasa,Tong Junjie,1986-10-21,Coach,Vici Gaming,2017-01-07,2017-03-23
2767,China,Mikasa,Tong Junjie,1986-10-21,Coach,Vici Gaming,2017-09-06,
2768,Sweden,Mikey,Max Barkö,N/A,Offlaner,1 Game 1 Dream,2015-0?-??,2015-0?-??
2769,Sweden,Mikey,Max Barkö,N/A,Offlaner,Total Aggression,2015-0?-??,2015-0?-??
2770,Sweden,Mikey,Max Barkö,N/A,Offlaner,Reasonable Doubt,2015-0?-??,201?-??-??
2771,Sweden,Mikey,Max Barkö,N/A,Offlaner,PRIES,2016-02-29,2016-06-05
2772,Sweden,Mikey,Max Barkö,N/A,Offlaner,Prodota Gaming,2016-06-15,2016-0?-??
2773,Sweden,Mikey,Max Barkö,N/A,Offlaner,Going in,2017-01-09,2017-03-22
2774,Sweden,Mikey,Max Barkö,N/A,Offlaner,PENTA Sports,2017-03-22,2017-05-17
2775,Sweden,Mikey,Max Barkö,N/A,Offlaner,Rocket Scientists,2017-0?-??,2017-11-16
2776,Sweden,Mikey,Max Barkö,N/A,Offlaner,Team Singularity,2017-11-16,
2777,Bosnia and Herzegovina,MiLAN,Milan Kozomara,1995-06-23,Support,mYinsanity,2014-08-11,2015-09-02
2778,Bosnia and Herzegovina,MiLAN,Milan Kozomara,1995-06-23,Support,No Logic Gaming,2015-09-02,2016-02-01
2779,Bosnia and Herzegovina,MiLAN,Milan Kozomara,1995-06-23,Support,Team Defiance,2016-03-26,2016-04-27
2780,Bosnia and Herzegovina,MiLAN,Milan Kozomara,1995-06-23,Support,E-LAB,2016-04-27,2016-05-12
2781,Bosnia and Herzegovina,MiLAN,Milan Kozomara,1995-06-23,Support,Spider Pigzs,2016-05-12,2016-06-03
2782,Bosnia and Herzegovina,MiLAN,Milan Kozomara,1995-06-23,Support,Elements One,2016-08-02,2016-08-25
2783,Bosnia and Herzegovina,MiLAN,Milan Kozomara,1995-06-23,Support,Elements Pro,2016-08-25,2016-11-22
2784,Bosnia and Herzegovina,MiLAN,Milan Kozomara,1995-06-23,Support,Kaipi,2017-01-08,2017-02-14
2785,Bosnia and Herzegovina,MiLAN,Milan Kozomara,1995-06-23,Support,No Logic Gaming,2017-02-14,2017-04-05
2786,Bosnia and Herzegovina,MiLAN,Milan Kozomara,1995-06-23,Support,Prodota Gaming,2017-04-05,2017-06-14
2787,Bosnia and Herzegovina,MiLAN,Milan Kozomara,1995-06-23,Support,Planet Dog,2017-06-14,2017-07-20
2788,Bosnia and Herzegovina,MiLAN,Milan Kozomara,1995-06-23,Support,HellRaisers,2017-07-20,2017-12-12
2789,Bosnia and Herzegovina,MiLAN,Milan Kozomara,1995-06-23,Support,Planet Dog,2017-12-12,
2790,Bulgaria,MinD ContRoL,Ivan Borislavov,1995-01-20,Offlaner,Vast Cast,2014-02-10,2014-04-29
2791,Bulgaria,MinD ContRoL,Ivan Borislavov,1995-01-20,Offlaner,Aftershock Gaming,2014-04-29,2014-11-21
2792,Bulgaria,MinD ContRoL,Ivan Borislavov,1995-01-20,Offlaner,Basically Unknown,2014-11-21,2015-05-05
2793,Bulgaria,MinD ContRoL,Ivan Borislavov,1995-01-20,Offlaner,hehe united,2015-05-15,2015-08-01
2794,Bulgaria,MinD ContRoL,Ivan Borislavov,1995-01-20,Offlaner,5Jungz,2015-08-28,2015-10-09
2795,Bulgaria,MinD ContRoL,Ivan Borislavov,1995-01-20,Offlaner,Team Liquid,2015-10-09,
2796,Indonesia,Minerva,Rene Michael,N/A,Support,Chains Stack,2013-02-11,2013-??-??
