,cog,player,name,dob,role,team,join,joinelo32,joinelo64,joinglicko,joinglickomu,joinglickophi,joinglickosigma,joinglicko2,joinglicko2mu,joinglicko2phi,joinglicko2sigma,leave,leaveelo32,leaveelo64,leaveglicko,leaveglickomu,leaveglickophi,leaveglickosigma,leaveglicko2,leaveglicko2mu,leaveglicko2phi,leaveglicko2sigma
1413,Russia,L0lik O,Serafim Savelyev,1994-07-21,1,3D!Clan,2013-02-10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2013-02-22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1414,Russia,L0lik O,Serafim Savelyev,1994-07-21,1,Lions Pride,2013-02-22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2013-03-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1415,Russia,L0lik O,Serafim Savelyev,1994-07-21,1,Cleave Gaming,2013-09-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-03-19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1416,Russia,L0lik O,Serafim Savelyev,1994-07-21,1,Aware Gaming,2014-03-19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-06-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1417,Russia,L0lik O,Serafim Savelyev,1994-07-21,1,Cleave Gaming,2014-06-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-06-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1418,Russia,L0lik O,Serafim Savelyev,1994-07-21,1,Duza Gaming,2014-10-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-02-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1419,Russia,L0lik O,Serafim Savelyev,1994-07-21,1,Elysium Gaming,2015-03-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-09-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1420,Russia,L0lik O,Serafim Savelyev,1994-07-21,1,GUS Gaming,2016-01-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-05-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1421,Russia,L0lik O,Serafim Savelyev,1994-07-21,1,Yellow Submarine,2016-06-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-08-21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1422,Russia,L0lik O,Serafim Savelyev,1994-07-21,1,Fantastic Five,2016-09-18,1003.5295636171445,1009.4040959752685,1375.552099437561,1842.5051267856027,,186.78121093921663,1375.552099437561,1842.5051267856027,,186.78121093921663,2016-12-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1423,Russia,L0lik O,Serafim Savelyev,1994-07-21,1,Tarantula,2016-12-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-01-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1424,Russia,L0lik O,Serafim Savelyev,1994-07-21,1,GUS Gaming,2017-01-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-02-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1425,Russia,L0lik O,Serafim Savelyev,1994-07-21,1,LQ,2017-02-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-03-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1426,Russia,L0lik O,Serafim Savelyev,1994-07-21,1,Digital Company,2017-03-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1427,Croatia,Lacoste,Dominik Stipic,1987-11-22,1,Online Kingdom,2011-08-11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2011-11-23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1428,Croatia,Lacoste,Dominik Stipic,1987-11-22,1,Evil Geniuses,2012-02-22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-05-08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1429,Croatia,Lacoste,Dominik Stipic,1987-11-22,1,Darer,2012-05-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-05-18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1430,Croatia,Lacoste,Dominik Stipic,1987-11-22,1,Counter Logic Gaming,2012-05-18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-10-29,985.2810862219543,944.9477167776536,1131.9434419235204,1643.8743501615509,,204.77236329521222,1559.6593249970483,1643.8743501615509,,204.77236329521222
1431,Croatia,Lacoste,Dominik Stipic,1987-11-22,1,No Logic Gaming,2015-09-02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-02-01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1432,Thailand,LaKelz,Pipat Prariyachat,1989-10-26,1,Roccat.Trust,2009-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2010-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1433,Thailand,LaKelz,Pipat Prariyachat,1989-10-26,1,MiTH.Trust,2010-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-01-20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1434,Thailand,LaKelz,Pipat Prariyachat,1989-10-26,1,Signature.Trust,2015-01-20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-02-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1435,Thailand,LaKelz,Pipat Prariyachat,1989-10-26,1,Trust,2017-02-08,917.3804547253317,878.2492172804476,1023.3077772035319,1435.5187455523762,,164.8843873395377,1023.3077772035319,1435.5187455523762,,164.8843873395377,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1436,China,LaNm,Zhang Zhicheng,1989-12-25,2,EHOME,2011-??-??,1029.023694206602,1050.313444390936,1609.3760881053695,1869.2393739151985,,103.9453143239316,1609.3760881053695,1869.2393739151985,,103.9453143239316,2011-??-??,1029.023694206602,1050.313444390936,1609.3760881053695,1869.2393739151985,,103.9453143239316,1694.4157043618457,1869.2393739151985,,103.9453143239316
1437,China,LaNm,Zhang Zhicheng,1989-12-25,2,TongFu,2012-03-01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-05-12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1438,China,LaNm,Zhang Zhicheng,1989-12-25,2,EHOME,2012-05-15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-11-23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1439,China,LaNm,Zhang Zhicheng,1989-12-25,2,RattleSnake,2013-01-18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2013-09-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1440,China,LaNm,Zhang Zhicheng,1989-12-25,2,Team DK,2013-09-04,1153.8398126424343,1246.9722034581057,1446.9944047132726,1879.3024906948037,,172.9232343926125,1446.9944047132726,1879.3024906948037,,172.9232343926125,2014-07-22,1209.9991211784381,1267.3936833943762,1826.9488055543247,2075.984783140303,,99.61439103439133,1849.6701621949528,2075.984783140303,,99.61439103439133
1441,China,LaNm,Zhang Zhicheng,1989-12-25,2,Big God,2014-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-03-15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1442,China,LaNm,Zhang Zhicheng,1989-12-25,2,EHOME,2015-03-15,1057.1001939152998,1103.3106219089782,1400.075253509523,1885.7386927205014,,194.26537568439136,1400.075253509523,1885.7386927205014,,194.26537568439136,2017-01-01,957.4577305553408,957.3101817408395,1660.8463891805525,1789.9721464784043,,51.650302919140714,1703.175421384503,1789.9721464784043,,51.650302919140714
1443,China,LaNm,Zhang Zhicheng,1989-12-25,2,EHOME,2017-01-01,927.755180157569,898.9461565715936,1190.4461249798014,1520.6404594603532,,132.0777337922207,1190.4461249798014,1520.6404594603532,,132.0777337922207,2017-02-09,901.756704405819,865.8276739512654,1322.321980935702,1739.3548433075293,,166.81314494873095,1648.9347562308456,1739.3548433075293,,166.81314494873095
1444,China,LaNm,Zhang Zhicheng,1989-12-25,2,EHOME,2017-02-09,901.756704405819,865.8276739512654,1322.321980935702,1739.3548433075293,,166.81314494873095,1322.321980935702,1739.3548433075293,,166.81314494873095,2017-05-23,1133.4057995623634,1182.9855441892653,1670.970226270384,1974.9260543207738,,121.58233122015594,1698.1328366432567,1974.9260543207738,,121.58233122015594
1445,China,LaNm,Zhang Zhicheng,1989-12-25,2,Vici Gaming,2017-05-23,1106.4202338959292,1120.2397679366688,1543.2571298235525,1921.1908364016763,,151.17348263124953,1543.2571298235525,1921.1908364016763,,151.17348263124953,2017-09-04,1016.7951367106895,1031.1258784857025,1291.5595433543824,1919.1310906529136,,251.02861891941245,1741.0449381985604,1919.1310906529136,,251.02861891941245
1446,China,LaNm,Zhang Zhicheng,1989-12-25,2,Vici Gaming,2017-09-04,1016.7951367106895,1031.1258784857025,1291.5595433543824,1919.1310906529136,,251.02861891941245,1291.5595433543824,1919.1310906529136,,251.02861891941245,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1447,China,Le,Zhang Xuanhao,1993-08-08,2,Energy Pacemaker Gaming,2014-10-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-09-02,992.5148548948338,966.2670104251326,1198.2044244971444,1737.9404165250178,,215.8943968111493,1601.138520483346,1737.9404165250178,,215.8943968111493
1448,China,Le,Zhang Xuanhao,1993-08-08,2,Newbee Young,2015-09-02,1041.7461544285482,1092.6487632784308,1299.5833798931035,1828.8545441967399,,211.70846572145453,1299.5833798931035,1828.8545441967399,,211.70846572145453,2015-12-08,1083.693212687582,1143.1372262198788,1652.7335109781786,1803.5619637373275,,60.331381103659545,1641.414776924781,1803.5619637373275,,60.331381103659545
1449,China,Le,Zhang Xuanhao,1993-08-08,2,Newbee,2015-12-08,1021.1913065073448,1018.9877132738269,1485.2599702927375,1693.3580170354617,,83.23921869708967,1485.2599702927375,1693.3580170354617,,83.23921869708967,2016-03-22,1049.0273536799216,1056.738000077925,1564.39798878716,1857.7418912307612,,117.33756097744043,1711.970300151915,1857.7418912307612,,117.33756097744043
1450,China,Le,Zhang Xuanhao,1993-08-08,2,Newbee Young,2016-03-22,1008.7255898979984,1033.5532321198139,1334.789571608192,1855.9412350188827,,208.46066536427628,1334.789571608192,1855.9412350188827,,208.46066536427628,2017-01-09,987.3766827146001,998.1248017597552,1264.2573070630149,1630.7125262959398,,146.58208769316997,1581.0904735408083,1630.7125262959398,,146.58208769316997
1451,Serbia,LeBronDota,Nikola Popovi?,1990-04-23,2,Ancient Warriors,2015-06-22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-07-22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1452,Serbia,LeBronDota,Nikola Popovi?,1990-04-23,2,Walrus Punch!,2015-09-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-09-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1453,Serbia,LeBronDota,Nikola Popovi?,1990-04-23,2,Natus Vincere,2015-12-08,991.6443658258037,995.5272704238682,1520.5532363773168,1760.2421693035215,,95.8755731704819,1520.5532363773168,1760.2421693035215,,95.8755731704819,2016-02-10,1114.6848851297527,1176.153748441202,1833.1110996301304,2009.1495809512421,,70.41539252844468,1699.139509566099,2009.1495809512421,,70.41539252844468
1454,Serbia,LeBronDota,Nikola Popovi?,1990-04-23,2,Spider Pigzs,2016-02-10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-06-03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1455,Serbia,LeBronDota,Nikola Popovi?,1990-04-23,2,Elements One,2016-08-02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-08-25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1456,Serbia,LeBronDota,Nikola Popovi?,1990-04-23,2,Elements Pro Gaming,2016-08-25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-06-25,912.7611982617142,885.333460242272,1030.283652551836,1560.7313708580134,,212.17908732247093,1513.142466600254,1560.7313708580134,,212.17908732247093
1457,Serbia,LeBronDota,Nikola Popovi?,1990-04-23,2,Double Dimension,2017-08-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-12-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1458,Peru,LeoStyle-,Leonardo Sifuentes,1995-06-26,1,Team DileCom,2015-07-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-12-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1459,Peru,LeoStyle-,Leonardo Sifuentes,1995-06-26,1,Not Today,2015-12-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-09-15,1010.5686265932528,1025.471958530079,963.131623912972,1756.5459453519525,,317.3657285755922,1485.1958814469535,1756.5459453519525,,317.3657285755922
1460,Peru,LeoStyle-,Leonardo Sifuentes,1995-06-26,1,Not Today,2017-01-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-03-18,1121.0014975246577,1182.671140135819,1653.720453976822,1917.303920015337,,105.43338641540603,1596.7020875466037,1917.303920015337,,105.43338641540603
1461,Peru,LeoStyle-,Leonardo Sifuentes,1995-06-26,1,Elite Wolves,2017-03-20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-09-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1462,Peru,LeoStyle-,Leonardo Sifuentes,1995-06-26,1,Infamous,2017-09-05,1041.3233621908116,1075.2155680552275,1370.6431689535143,1710.0827623983625,,135.77583737793924,1370.6431689535143,1710.0827623983625,,135.77583737793924,2017-09-28,1054.6491832541833,1113.7327418953573,1544.1800245023476,1699.937251004536,,62.30289060087532,1616.3123945306493,1699.937251004536,,62.30289060087532
1463,Peru,LeoStyle-,Leonardo Sifuentes,1995-06-26,1,Digital Chaos.SA,2017-09-28,1095.5913859224213,1172.1339241636647,1667.9288116141154,1826.2326817921414,,63.32154807121043,1667.9288116141154,1826.2326817921414,,63.32154807121043,2017-10-03,1064.9045402746215,1101.5931814929686,1571.1638375297712,1826.2326817921414,,102.02753770494814,1740.7330041836667,1826.2326817921414,,102.02753770494814
1464,Peru,LeoStyle-,Leonardo Sifuentes,1995-06-26,1,White Dragons,2017-10-03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-10-22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1465,Peru,LeoStyle-,Leonardo Sifuentes,1995-06-26,1,Sacred,2017-10-22,1080.4734193319878,1123.277186224017,1347.5874572461694,1666.5435201892285,,127.58242517722367,1347.5874572461694,1666.5435201892285,,127.58242517722367,2018-01-10,973.9819430765291,928.9715597442255,1233.3469347929988,1596.5809568528382,,145.29360882393578,1515.7406698735772,1596.5809568528382,,145.29360882393578
1466,Germany,Ler GG,Timo Waszek,1990-02-23,2,rizegaming,2015-03-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-05-25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1467,Germany,Ler GG,Timo Waszek,1990-02-23,2,druidz,2015-05-25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-06-10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1468,China,Liekkas,Wang Yutian,1992-11-22,1,HyperGloryTeam,2013-09-19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-03-08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1469,China,Liekkas,Wang Yutian,1992-11-22,1,LGD.CDEC,2014-04-25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-10-14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1470,China,Liekkas,Wang Yutian,1992-11-22,1,CDEC Gaming,2014-10-14,1078.0851087356984,1123.9641964590558,1806.543113118043,1965.9863161990324,,63.777281232395765,1806.543113118043,1965.9863161990324,,63.777281232395765,2015-01-10,1148.9536760062208,1257.2787749074819,1761.4433617525847,1949.2733118889935,,75.13198005456354,1758.7042290999482,1949.2733118889935,,75.13198005456354
1471,China,Liekkas,Wang Yutian,1992-11-22,1,Brave Heart,2015-11-??,1009.2471499138641,1006.0706486265709,1004.7989264755175,1696.3972459612705,,276.6393277943012,1004.7989264755175,1696.3972459612705,,276.6393277943012,2015-12-??,1009.2471499138641,1006.0706486265709,1004.7989264755175,1696.3972459612705,,276.6393277943012,1517.9237583325908,1696.3972459612705,,276.6393277943012
1472,China,Liekkas,Wang Yutian,1992-11-22,1,FTD Club C,2016-03-22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-12-25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1473,Russia,LighTofHeaveN,Dmitry Kupriyanov,1988-01-04,1,Say_Plz,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1474,Russia,LighTofHeaveN,Dmitry Kupriyanov,1988-01-04,1,Virtus.pro,2008,1198.6911169006453,1322.5460676642135,1719.9457135843313,2146.5187403168206,,170.62921069299574,1719.9457135843313,2146.5187403168206,,170.62921069299574,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1475,Russia,LighTofHeaveN,Dmitry Kupriyanov,1988-01-04,1,Rush3d,2008 — 200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1476,Russia,LighTofHeaveN,Dmitry Kupriyanov,1988-01-04,1,DTS Gaming,2009 — 201,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1477,Russia,LighTofHeaveN,Dmitry Kupriyanov,1988-01-04,1,Moscow 5,2011-03-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2011-06-17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1478,Russia,LighTofHeaveN,Dmitry Kupriyanov,1988-01-04,1,Natus Vincere,2011-06-17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2013-04-29,1140.9467590086592,1175.0140434492243,1683.4329353486137,1828.2121243156348,,57.91167558680844,1647.5917545569903,1828.2121243156348,,57.91167558680844
1479,Russia,LighTofHeaveN,Dmitry Kupriyanov,1988-01-04,1,Team Empire,2013-04-29,958.5058522274668,958.3771632429127,1501.68592999299,1703.7616002591815,,80.83026810647665,1501.68592999299,1703.7616002591815,,80.83026810647665,2013-08-28,963.2054965113127,988.4774475763986,1194.878872035705,1685.256574280824,,196.1510808980476,1497.579631586666,1685.256574280824,,196.1510808980476
1480,Russia,LighTofHeaveN,Dmitry Kupriyanov,1988-01-04,1,Virtus.pro,2013-08-28,1022.634976281487,1032.5497056987497,1389.9589801897193,1745.8671977202291,,142.3632870122039,1389.9589801897193,1745.8671977202291,,142.3632870122039,2013-12-30,1014.5262418200216,1070.7527514919968,1442.9461199188347,1699.7859218644928,,102.73592077826324,1506.9227140635587,1699.7859218644928,,102.73592077826324
1481,Russia,LighTofHeaveN,Dmitry Kupriyanov,1988-01-04,1,sQreen's Squad,2015-08-28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-09-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1482,Ukraine,Lil,Ilya Ilyuk,1995-12-24,2,NVMI,2014-09-02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-09-18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1483,Ukraine,Lil,Ilya Ilyuk,1995-12-24,2,Virtus.pro Polar,2014-09-18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-01-18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1484,Ukraine,Lil,Ilya Ilyuk,1995-12-24,2,ASUS.Polar,2015-01-18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-04-15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1485,Ukraine,Lil,Ilya Ilyuk,1995-12-24,2,Virtus.pro,2015-04-15,1122.864458976972,1188.8481518627475,1830.6925290565187,1944.0594140362948,,45.34675399191046,1830.6925290565187,1944.0594140362948,,45.34675399191046,2016-03-25,1024.5381367766004,1029.11932391739,1469.1786231067035,1810.6660154215867,,136.59495692595323,1755.174332629123,1810.6660154215867,,136.59495692595323
1486,Ukraine,Lil,Ilya Ilyuk,1995-12-24,2,Polarity,2016-03-25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-06-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1487,Ukraine,Lil,Ilya Ilyuk,1995-12-24,2,Virtus.pro,2016-08-04,1027.6675629283168,1009.2240279480989,1377.3193504250835,1892.5099717680682,,206.07624853719395,1377.3193504250835,1892.5099717680682,,206.07624853719395,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1488,Brazil,Lil kin6,Marcio Rodrigues,1995-10-04,2,semXorah,2015-06-14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-07-22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1489,Brazil,Lil kin6,Marcio Rodrigues,1995-10-04,2,T Show,2015-09-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-10-16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1490,Brazil,Lil kin6,Marcio Rodrigues,1995-10-04,2,Puck You,2015-10-28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-11-15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1491,Brazil,Lil kin6,Marcio Rodrigues,1995-10-04,2,Marcha Funebre,2015-11-15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-12-20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1492,Brazil,Lil kin6,Marcio Rodrigues,1995-10-04,2,paiN Gaming,2016-03-07,948.7795467384154,918.2318999766186,1198.1687583708158,1609.2418604674326,,164.4292408386467,1198.1687583708158,1609.2418604674326,,164.4292408386467,2016-10-19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1493,Brazil,Lil kin6,Marcio Rodrigues,1995-10-04,2,Kingao+4,2016-10-19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1494,Brazil,Lil kin6,Marcio Rodrigues,1995-10-04,2,STARS,2017-06-01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2018-01-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1495,Sweden,Limmp,Linus Blomdin,1995-05-31,1,stayGreen,2014-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-08-27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1496,Sweden,Limmp,Linus Blomdin,1995-05-31,1,compLexity Gaming,2014-08-27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-02-23,994.041428092223,988.8792471631547,1628.8790676348642,1771.948676002608,,57.22784334709747,1587.137552609205,1771.948676002608,,57.22784334709747
1497,Sweden,Limmp,Linus Blomdin,1995-05-31,1,Ninjas in Pyjamas,2015-02-23,1101.9799316370566,1133.1279474791947,1795.9817852563328,1919.7803802208953,,49.519437985824965,1795.9817852563328,1919.7803802208953,,49.519437985824965,2015-11-13,1043.4606748463978,1100.0304445826282,1571.331529565833,1811.548969813312,,96.08697609899158,1659.5799995053192,1811.548969813312,,96.08697609899158
1498,Sweden,Limmp,Linus Blomdin,1995-05-31,1,compLexity Gaming,2015-11-24,998.3142049842902,988.1863457491287,1670.7509985589145,1867.626588916588,,78.7502361430694,1670.7509985589145,1867.626588916588,,78.7502361430694,2016-08-30,995.6391144918829,955.4925031978943,1268.8058418509415,1745.7984786710258,,190.7970547280337,1678.6334560899513,1745.7984786710258,,190.7970547280337
1499,Sweden,Limmp,Linus Blomdin,1995-05-31,1,Alliance,2016-09-16,1073.9595889478326,1121.1071715409196,1544.933451790701,1949.5870746170056,,161.86144913052186,1544.933451790701,1949.5870746170056,,161.86144913052186,2017-08-18,969.8102783363819,946.1270329330043,1039.7315536036178,1658.14065842018,,247.36364192662487,1627.9008853182547,1658.14065842018,,247.36364192662487
1500,Sweden,Limmp,Linus Blomdin,1995-05-31,1,compLexity Gaming,2016-09-06,995.8441798094034,957.5854139030215,1228.5732128722861,1745.7984786710258,,206.89010631949583,1228.5732128722861,1745.7984786710258,,206.89010631949583,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1501,Denmark,Link,Sylvester Hoelgaard,1992-04-19,1,Back To Basics,2009-03-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2009-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1502,Denmark,Link,Sylvester Hoelgaard,1992-04-19,1,RapE,2009-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2010-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
